Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Premium (3yrs)
90058,319,Lonnie Jimenez,228-879-8428,uhill@example.com,54,Female,Married,3,Port Annefurt,"Teacher, primary school",0,Home,No,4,No,Partial,3745
72766,662,Christine Noble,(934)405-8044,ryan79@example.com,30,Female,Single,0,Lake Nancyton,Tree surgeon,5,Health,Yes,1,Yes,Partial,1385
52834,795,Jose Holmes,472-882-0358x860,tyler78@example.org,53,Male,Single,1,Port Juliaton,Horticultural consultant,0,Auto,Yes,3,Yes,Partial,3381
58614,466,Shawn Lewis,+1-506-209-0939,john58@example.org,27,Male,Single,5,Lake Michele,Heritage manager,1,Auto,Yes,1,Yes,Full,1084
25348,753,Suzanne Gonzalez PhD,(861)238-6229x9601,robert62@example.net,43,Male,Married,4,Lake Erik,Theatre manager,1,Auto,No,4,No,Full,2872
46958,243,Antonio Woodard,980-381-1956x57942,anthony16@example.net,28,Male,Married,2,Welchfort,Geochemist,5,Home,Yes,2,No,Partial,3656
76199,374,Carlos Ray,612.497.4637x0459,cnelson@example.org,26,Male,Married,3,Mcclureview,Gaffer,1,Health,Yes,1,Yes,Partial,1357
84742,194,Phillip Long,001-299-212-5231x541,lmora@example.org,40,Male,Married,0,North Jennifer,"Engineer, maintenance (IT)",4,Health,No,3,Yes,Full,2261
27111,718,Christopher Griffin,(668)440-7162x951,anthony49@example.com,25,Male,Married,4,West Patrick,Web designer,2,Auto,Yes,4,Yes,Full,1838
99079,303,Jessica Wilson MD,+1-852-312-5849x75902,molinabrett@example.com,21,Male,Married,3,Jonathanport,"Sales professional, IT",1,Auto,No,5,Yes,Full,2804
88947,591,Stephanie Waters,4665093713,skinnercarla@example.org,53,Female,Married,5,Kellimouth,Call centre manager,2,Health,Yes,3,No,Full,2425
43871,845,Jennifer Shaw,905.627.2121x4932,alvarezpatrick@example.com,45,Male,Married,3,Paulview,Environmental education officer,4,Auto,No,1,Yes,Full,4072
69321,937,Brandon Pierce,931.320.0356x837,igonzalez@example.com,20,Female,Married,2,Lake Catherinetown,"Engineer, communications",1,Home,No,2,No,Full,2022
66162,872,Mrs. Mercedes Hernandez,(306)218-0443,schroedernicholas@example.org,36,Male,Married,0,Johnstad,Speech and language therapist,3,Health,No,0,Yes,Partial,3552
77435,376,Charles Barry Jr.,997.942.7362,jdecker@example.net,56,Female,Married,5,Mendozatown,Retail buyer,1,Home,Yes,4,No,Partial,4101
56464,416,Laura Byrd,558.364.5217x88658,franklinbrian@example.org,61,Female,Single,4,Kimberlyborough,Agricultural consultant,3,Home,No,5,No,Partial,1052
74507,522,Chase Collier,+1-381-942-7985,clarkbrian@example.net,48,Female,Married,5,West Christopherfurt,Higher education careers adviser,0,Auto,Yes,4,Yes,Full,2484
88579,762,Peter Carter,+1-233-990-0213x05766,gregoryarnold@example.com,50,Female,Single,1,South Tim,Astronomer,1,Health,Yes,2,No,Full,2679
71943,336,Jennifer Carpenter,8355506541,tdavila@example.net,25,Male,Married,4,Port Darleneton,Forensic scientist,1,Auto,No,5,Yes,Full,3303
52382,900,Steven Robinson,+1-817-946-8082,heather05@example.org,62,Male,Single,2,Pageside,"Surveyor, building control",3,Auto,No,1,Yes,Full,1074
11058,774,Emma Golden,226-875-5803x502,rivasjoshua@example.org,23,Male,Single,1,Hayesburgh,Publishing copy,4,Health,Yes,0,No,Full,1900
29797,897,Julia Davis,2084067573,tanyaflores@example.com,28,Male,Married,4,Lake Charleshaven,Patent attorney,1,Home,Yes,4,No,Partial,3975
98662,470,Elizabeth Green,001-585-793-8694x49250,heather98@example.org,42,Male,Single,5,Jenniferburgh,"Accountant, chartered certified",4,Home,Yes,0,No,Partial,1788
57957,225,Randall Martinez,6695990296,fordpatricia@example.com,52,Male,Married,5,Choimouth,"Accountant, chartered certified",0,Health,Yes,5,Yes,Full,4889
34667,435,Stephen Wright,(989)919-1806x6129,anita46@example.net,59,Male,Married,2,Port April,Consulting civil engineer,1,Health,No,1,No,Partial,4326
83539,860,Robin Mendoza,460.778.3171,allensloan@example.net,65,Female,Married,4,Valerieland,Emergency planning/management officer,3,Auto,No,2,No,Partial,2641
95787,334,Alisha Mitchell,7302982425,barry16@example.org,62,Male,Married,4,New Andrew,Science writer,2,Auto,Yes,0,Yes,Partial,3273
40051,612,Timothy Washington,(523)705-4794,kirstenward@example.net,59,Male,Married,1,Choiside,"Teacher, English as a foreign language",5,Auto,Yes,2,Yes,Full,4636
52372,363,Tanya Collins,913.493.3850x979,derrick55@example.net,68,Male,Single,0,Port Julian,"Scientist, research (life sciences)",1,Auto,No,4,Yes,Partial,2060
31597,633,Michael Harris,001-201-854-1924x96584,vbaldwin@example.com,29,Male,Married,0,Weeksberg,Building surveyor,2,Home,No,5,No,Partial,4700
86457,855,Heidi Mills,+1-560-239-3726x49908,rebecca62@example.net,62,Male,Single,3,Port Davidmouth,Chemical engineer,3,Auto,Yes,0,Yes,Partial,2046
45861,168,Patricia Walker,001-621-995-7163x65495,nicole87@example.org,53,Female,Married,2,Sarahburgh,"Teacher, English as a foreign language",2,Health,No,5,No,Full,3325
64257,473,Crystal Johnson,+1-700-854-4206x2871,walexander@example.com,62,Female,Married,0,Masonmouth,Risk analyst,3,Home,No,5,Yes,Partial,1310
13946,283,Robert Mcdonald,+1-202-548-4024x16685,rachael91@example.net,64,Female,Married,3,Richardshire,Public affairs consultant,0,Health,No,1,No,Partial,1131
15983,134,Diana Turner,371.451.8322,christopherbrown@example.org,43,Male,Single,5,East Anna,Paramedic,2,Home,No,2,No,Full,4084
22926,751,Regina Spencer,001-389-513-7315x5549,catherine68@example.net,22,Male,Married,0,Martinezside,Toxicologist,3,Auto,Yes,5,No,Full,2432
86602,244,Noah Young,448-569-2546x333,georgebender@example.com,52,Male,Married,1,Ericbury,Mental health nurse,3,Health,No,3,Yes,Partial,3667
36861,628,Andrea Wheeler,8367386523,suzanne99@example.org,22,Male,Single,4,West Andrew,"Engineer, control and instrumentation",0,Home,No,2,No,Partial,2468
15128,238,Joseph Sawyer,+1-515-542-9753x3763,ricardo63@example.org,70,Female,Single,4,New Juanmouth,Best boy,1,Auto,Yes,3,No,Partial,2317
51855,467,Kevin Ramos,4048223976,rachael25@example.org,34,Male,Married,5,Melissaland,"Pharmacist, community",5,Auto,No,3,Yes,Partial,1814
89486,937,Heather Ward,+1-314-228-0710x458,gblack@example.net,50,Female,Married,3,North Christopherborough,Building surveyor,1,Health,No,2,Yes,Partial,2527
83035,770,Richard Gray,+1-462-882-3064x2850,johnmitchell@example.net,31,Male,Single,0,Lake Charleshaven,Cartographer,4,Health,Yes,2,Yes,Partial,3588
18570,699,James Fernandez,001-849-332-6715x5620,tlopez@example.com,22,Female,Married,5,East Joshua,Warehouse manager,3,Home,No,1,Yes,Full,3064
47159,241,Daniel Herrera,+1-930-208-2887x2169,matthewramirez@example.org,34,Female,Married,3,East Jasonview,Child psychotherapist,0,Home,No,1,No,Partial,2736
61253,782,Matthew Vance,+1-913-288-6320x70910,aliciahunter@example.org,54,Male,Married,5,North Jeremymouth,Microbiologist,4,Home,No,3,Yes,Partial,4028
61157,311,Tracey Baker MD,468.795.1283x722,jeremyowen@example.org,53,Female,Married,1,Lake Dale,"Surveyor, rural practice",1,Home,Yes,4,Yes,Full,3409
19506,457,Sheila Evans,(868)681-8012x96528,melissa21@example.org,55,Female,Single,4,Garrettbury,"Engineer, electrical",5,Auto,Yes,2,No,Partial,3046
96927,993,Rebekah Bruce,730-549-5564,zmiller@example.net,36,Male,Married,5,Kevinchester,Armed forces training and education officer,5,Home,Yes,5,Yes,Partial,3961
86828,868,Charles Myers,457.256.3169,harmondawn@example.org,27,Female,Single,1,Lovebury,"Conservation officer, historic buildings",1,Health,No,2,No,Partial,4833
98534,723,Alexis Meyer,497-306-3945x4765,jonesdebra@example.com,37,Female,Married,1,Lake Valerie,Advertising account executive,3,Home,No,3,Yes,Full,1055
51729,757,Yolanda Werner,924-673-7690,dakota62@example.net,63,Female,Single,3,South Sophia,Investment analyst,0,Auto,Yes,1,No,Partial,4708
66313,133,Patrick White,(729)786-6908x421,brett12@example.org,53,Female,Married,2,South Erinton,"Surveyor, commercial/residential",0,Health,Yes,2,No,Partial,1110
31443,674,William Murphy,(756)262-6628x93750,mwilson@example.org,28,Male,Single,2,Castillofurt,Science writer,3,Health,No,4,No,Partial,4802
77711,126,Jennifer Adams,+1-502-369-1592x23524,besparza@example.org,45,Female,Single,1,Silvaberg,"Embryologist, clinical",4,Home,No,0,No,Partial,2344
95501,828,Barbara Olson,+1-974-518-1118,mcmillanmichael@example.com,55,Male,Married,1,Ashleyburgh,"Scientist, research (physical sciences)",4,Home,Yes,3,No,Full,2088
26890,637,Regina Hawkins,001-235-641-5611,maryjoseph@example.net,48,Male,Married,3,Port Jamesstad,Ophthalmologist,2,Home,No,4,Yes,Partial,3953
59038,890,David Jenkins,392.816.1611x126,veronicashaw@example.org,28,Male,Married,5,Jaredfort,"Scientist, clinical (histocompatibility and immunogenetics)",3,Home,Yes,4,No,Full,4972
62191,773,Anthony Dennis,(264)617-8247,xbutler@example.net,63,Male,Married,4,Markfort,Minerals surveyor,4,Home,Yes,1,No,Full,3252
28562,117,Andrew Schultz,359.984.5858x836,rhondahammond@example.com,27,Male,Single,4,New Timberg,Recycling officer,3,Auto,No,3,No,Partial,3010
93164,614,Jennifer Williams,001-499-814-8636x0305,ubates@example.org,39,Female,Married,0,Lake Justin,Medical sales representative,1,Auto,Yes,1,No,Partial,3525
59740,351,Annette Williams,417-479-8604x857,joe20@example.com,29,Female,Married,4,North Donald,Consulting civil engineer,1,Home,Yes,0,No,Partial,2088
16460,108,Adam Hart,(575)692-2752x639,connerwendy@example.net,67,Female,Married,4,North Joe,"Engineer, chemical",4,Auto,No,5,No,Full,1649
32059,628,Michael Gutierrez,+1-801-801-0219,mitchell58@example.org,68,Female,Single,1,Johnborough,Photographer,1,Health,No,5,Yes,Full,2080
23077,747,Zachary Larson,663-555-0223,currytracy@example.org,53,Female,Married,1,Jessicastad,"Programmer, applications",5,Health,Yes,0,Yes,Partial,4599
26786,464,Clarence Cunningham,352-290-0289,matthewcarroll@example.net,49,Male,Married,5,West Valeriemouth,"Therapist, drama",3,Home,Yes,5,Yes,Partial,1663
87554,453,Jonathan Bryant,(459)223-1898x1237,robin94@example.org,26,Male,Married,3,West Laurenshire,Production manager,4,Health,Yes,1,Yes,Partial,2958
18228,811,Mark Payne,+1-862-214-9195x381,haleysoto@example.com,37,Male,Married,1,Perezchester,"Radiographer, therapeutic",4,Health,Yes,3,Yes,Full,4401
23059,282,Thomas Allen,469.357.5621x492,michelle66@example.net,65,Male,Married,0,Lake Tammyland,Special educational needs teacher,0,Auto,Yes,4,Yes,Partial,3997
72825,954,Kimberly Hampton,(254)752-2185,angelabennett@example.net,56,Female,Single,5,West Zachary,Geochemist,3,Home,Yes,2,No,Partial,2454
71340,198,Dr. Rachel Campbell,+1-373-373-0421x9777,catherine02@example.org,41,Female,Married,3,South Janetbury,Air traffic controller,5,Health,Yes,3,No,Partial,1385
66001,507,Jennifer Barrera,914.535.2973x2635,barbaralewis@example.net,62,Female,Married,4,North Jenniferhaven,Investment analyst,1,Auto,No,5,No,Full,2511
34415,303,Patricia Smith,377.459.7939x153,johnsonbryan@example.org,68,Female,Married,0,South Emilytown,Freight forwarder,1,Home,Yes,3,No,Full,4065
91272,298,Tamara Mosley,473.900.1582,barbara92@example.org,55,Female,Married,2,South Wesleyshire,Diplomatic Services operational officer,0,Home,No,5,Yes,Full,5000
40064,392,Heather Coleman,+1-666-771-6626x22542,howardmeghan@example.org,57,Male,Single,0,Walkerchester,"Engineer, control and instrumentation",3,Auto,Yes,1,Yes,Partial,2020
15642,662,Russell Lamb,001-222-768-0999x767,jeffrey37@example.net,57,Male,Single,2,North Nicholas,"Programmer, systems",1,Home,Yes,3,Yes,Full,3482
53103,285,Amber Cooke,001-786-411-2181x03327,jeanneprice@example.net,47,Male,Single,2,Dodsonberg,Horticultural therapist,5,Auto,Yes,2,No,Partial,1296
25014,124,Joel Thompson,(314)863-6900x2518,parklatoya@example.net,58,Female,Single,0,Lake Michaelhaven,IT technical support officer,1,Auto,No,0,Yes,Partial,4612
93750,204,Alexander Smith,591-226-8774x06561,xacosta@example.net,19,Female,Married,2,Lake Karenshire,Systems developer,1,Home,No,3,No,Partial,1983
38284,402,Andrea Mcgrath,203.886.1845,mcclainamy@example.net,35,Female,Married,1,North Mary,Legal secretary,3,Home,No,4,Yes,Full,4632
91703,849,Samantha Harris,6288244409,anthonyrodriguez@example.com,56,Female,Married,2,Robertbury,Patent examiner,5,Home,Yes,5,No,Full,2346
53172,128,Crystal Mcdonald,220-210-9886,christinesanders@example.net,54,Male,Married,3,New Nicholasport,Outdoor activities/education manager,2,Home,No,3,Yes,Full,4927
42349,321,Jennifer Roy,(485)801-0761x73345,ahatfield@example.org,39,Male,Single,4,East Yvette,Airline pilot,1,Home,Yes,2,Yes,Full,1892
53691,653,Kimberly Jones,364-788-3306x2872,tiffanyward@example.org,27,Male,Married,1,Jenkinsmouth,Metallurgist,0,Home,Yes,1,Yes,Full,3070
37937,412,Ryan Jensen,001-594-257-9319x9114,katherine40@example.net,56,Male,Single,2,Philipview,Mining engineer,3,Health,No,1,No,Partial,1267
81858,571,Linda Diaz,927-427-6832x937,egraham@example.net,55,Female,Married,5,Hollandton,Systems analyst,5,Auto,Yes,5,No,Full,4140
10868,706,Rachel Compton,479-591-8190x3717,smithjill@example.net,62,Female,Married,5,Lake Davidhaven,Product manager,4,Health,Yes,3,Yes,Full,3003
46700,337,Christopher Hill,(519)533-5137,uingram@example.org,24,Male,Single,1,Gabriellemouth,Jewellery designer,0,Health,No,5,Yes,Partial,3158
32491,950,Mariah Mendoza,245-714-3837,rballard@example.com,63,Male,Married,5,Lake Melissamouth,Chief Strategy Officer,1,Auto,No,5,Yes,Partial,4160
43613,526,Melissa Cole,(646)470-9653,sarahgonzales@example.org,56,Male,Married,3,North Stephen,Product manager,5,Home,No,4,No,Full,3672
37488,703,Craig Steele,402-970-2772x261,ebyrd@example.net,52,Female,Single,1,Ayalafurt,Energy manager,2,Home,No,2,No,Partial,4541
19764,990,Katie Gilbert,+1-815-320-5980x76944,zmejia@example.com,53,Female,Married,2,New Danielleville,Osteopath,2,Home,No,4,Yes,Full,4167
21194,234,Jonathon Burns,+1-540-830-3352x28734,michaelnichols@example.com,42,Male,Married,4,Lake Tony,Sports administrator,1,Health,No,5,Yes,Partial,4222
86992,908,Marissa Malone,+1-241-265-6402x10752,alexanderwells@example.net,56,Female,Single,5,Smithland,Wellsite geologist,1,Home,No,2,Yes,Full,2154
58410,146,Cheryl Park,(662)538-8114,sean06@example.com,19,Female,Married,5,East Bettyfort,Water engineer,0,Health,No,0,Yes,Partial,4702
65269,887,Jillian Barnes,+1-288-610-2939x006,carrollrobert@example.com,60,Female,Married,5,West Ryan,"Designer, ceramics/pottery",0,Home,No,0,Yes,Full,2384
21538,945,Lisa Jordan,559-200-3274,rachel76@example.net,37,Female,Married,0,Juliabury,Financial planner,2,Health,No,4,Yes,Partial,1944
39970,854,Darius Schmidt,001-265-426-4595x669,michael69@example.org,28,Female,Married,5,New Michelletown,Pensions consultant,3,Home,Yes,2,Yes,Full,2133
12245,185,Joseph Phillips,373-404-6576,jeffreycox@example.org,45,Male,Married,4,East David,"Pilot, airline",1,Auto,No,4,No,Partial,3771
73791,935,Lisa Heath,001-202-719-6117,henrytyler@example.net,32,Male,Married,2,Morganview,Advice worker,5,Home,Yes,3,Yes,Full,2593
78145,810,Melanie Whitehead,8992953098,nataliegill@example.net,25,Female,Married,1,Tiffanyton,Artist,3,Home,Yes,1,Yes,Full,4708
62352,152,Michele Adams,(257)758-5233x0973,heather86@example.org,19,Male,Single,0,North Cathy,Architect,5,Health,No,2,Yes,Partial,2488
53403,184,Monique Bell,(840)557-8535,brittany37@example.com,30,Male,Single,4,Rachelberg,Industrial buyer,3,Health,Yes,4,No,Full,2593
77522,556,Megan Garcia,781.764.0414x459,zimmermandana@example.net,20,Female,Married,0,Caitlynchester,Social worker,1,Auto,No,4,No,Partial,3533
78178,777,Sheila Bush,001-400-309-8889,youngtimothy@example.net,43,Male,Married,4,North Rachel,Probation officer,0,Health,No,5,No,Full,2287
71922,182,Michael Nelson,977-804-8895x79095,jeffrey76@example.com,32,Female,Married,3,Cabreraville,"Radiographer, diagnostic",4,Home,No,0,No,Full,1326
82444,714,Sarah Anderson,511.278.0159x07889,ohines@example.com,38,Female,Married,4,West Erika,"Administrator, local government",2,Home,No,5,Yes,Full,4032
55867,458,Eric Hamilton,001-642-856-1025x43292,karawade@example.com,44,Female,Single,1,Phillipfurt,Medical illustrator,1,Auto,No,5,Yes,Partial,4978
30643,193,Caitlin Mcguire,+1-527-381-8446x1456,acobb@example.com,57,Female,Single,1,Lake Gregorystad,Health and safety inspector,4,Auto,No,3,Yes,Full,3408
27500,429,Andrea Barnes,412.812.0558,hopkinsjason@example.net,69,Male,Single,1,Angelaton,Telecommunications researcher,4,Health,Yes,5,Yes,Partial,2817
81485,888,Justin Schmidt,7626169629,michaelbutler@example.org,25,Male,Married,1,Bobbychester,Health and safety inspector,1,Auto,No,4,Yes,Full,4923
78178,974,Jaime Young,6714897793,richardmcdonald@example.com,28,Female,Married,3,Port Andrew,Customer service manager,4,Home,Yes,4,No,Partial,1106
45210,677,Shannon Cole,+1-914-943-7187x6480,christopherayala@example.org,65,Male,Single,0,Troyview,Production manager,5,Home,Yes,1,No,Partial,1240
64475,785,Barbara Roberts,479-956-3477,martinezblake@example.net,64,Male,Single,5,Lake Michaelburgh,"Scientist, research (medical)",1,Auto,No,3,No,Full,1974
73811,224,Elizabeth Rangel,482.490.5631x071,sylvia59@example.net,36,Male,Single,5,Morrisbury,Higher education careers adviser,3,Home,Yes,0,No,Partial,4611
31924,807,Erin Little,001-481-425-8442x170,ricemackenzie@example.org,41,Male,Single,0,Colonhaven,Homeopath,4,Home,No,3,Yes,Full,4013
58753,731,Jessica Morrow,+1-885-497-8727x90604,zachary94@example.com,45,Female,Married,0,Port Dale,Biomedical engineer,2,Home,No,1,No,Partial,2950
88135,586,Bryan Russell,(386)642-6414x34585,frazieralison@example.com,18,Male,Married,3,West Ryanton,Educational psychologist,0,Home,No,1,Yes,Full,4318
14098,230,Ryan Thompson,001-587-322-7239x71219,amandamedina@example.com,23,Male,Single,3,Moniqueport,"Teacher, special educational needs",1,Home,Yes,1,No,Partial,2372
78846,771,Kristen Cummings,7137027257,garciaheather@example.com,58,Male,Single,1,North Brittanyburgh,Health promotion specialist,2,Home,Yes,4,No,Partial,3660
58160,640,Breanna Moore,401-510-8851,johnsonkrista@example.org,41,Female,Married,0,New Ann,"Engineer, energy",4,Auto,Yes,5,Yes,Partial,3529
71143,434,Ashley Gonzales,804.438.6277x286,deborah21@example.net,44,Female,Single,0,New Valerie,Production engineer,0,Health,Yes,1,Yes,Full,4217
20983,819,Kyle Wright,001-296-836-1176x1096,amandanorton@example.com,40,Female,Married,0,Lake Biancahaven,Clothing/textile technologist,3,Health,Yes,1,Yes,Full,4797
59804,278,Micheal Simmons,(260)526-6837x095,david56@example.net,41,Male,Single,2,Jamesmouth,Intelligence analyst,0,Auto,Yes,2,Yes,Partial,1426
69451,907,Phillip Hoffman,001-656-530-2585x393,qjoyce@example.org,49,Male,Single,3,Phillipsmouth,Audiological scientist,1,Home,Yes,2,Yes,Partial,3638
99381,705,Victoria Brown,+1-894-621-3258,toddwilkins@example.net,53,Male,Married,1,North Marcus,Advertising art director,3,Auto,No,3,Yes,Full,2491
69888,678,Erik Fox,(351)202-7179,sbrown@example.net,26,Female,Single,2,South Jacqueline,"Chemist, analytical",3,Health,No,0,No,Full,4059
15473,545,Steven Brown,(204)310-0409x049,stephanieanderson@example.org,46,Male,Married,0,New Dwayne,Film/video editor,0,Auto,No,3,Yes,Full,2654
87335,608,Kayla Castillo,001-606-584-6440x19768,rflores@example.org,36,Male,Single,1,Smithstad,Prison officer,0,Home,No,0,No,Partial,2135
17249,550,Allison Rollins,001-477-845-0519x320,william75@example.net,63,Female,Married,1,Jenniferfurt,Medical laboratory scientific officer,5,Home,No,4,Yes,Partial,2846
70649,906,Trevor Richardson,+1-660-204-4900x40501,pstewart@example.com,61,Female,Married,1,South Timothyview,"Pharmacist, hospital",2,Home,Yes,1,Yes,Partial,1662
79113,334,Phillip Frazier,+1-522-917-3349,jackson73@example.net,31,Female,Single,2,Cynthiabury,Gaffer,5,Auto,No,4,No,Partial,4084
42827,540,Curtis Mann,913.261.4509x531,thompsonanthony@example.org,32,Male,Married,5,Jeffreyland,"Engineer, biomedical",4,Auto,Yes,2,No,Full,2973
71925,141,Angela Scott,414.464.0957x607,franklinfrancisco@example.org,44,Female,Single,0,Port April,Theatre manager,1,Auto,Yes,5,Yes,Partial,2768
90643,861,Marvin Combs,434-766-7091,teresa06@example.org,48,Male,Married,2,West Kaitlynside,"Librarian, academic",1,Home,No,3,No,Full,1006
77706,596,Sara Martinez,562.723.4474x93451,slucas@example.org,48,Male,Married,5,Port Daniel,English as a second language teacher,3,Health,Yes,2,No,Partial,1090
20246,636,Julie Cox,718-872-8553x27603,reedcolin@example.net,47,Female,Single,4,East James,Technical sales engineer,0,Health,Yes,0,No,Full,3086
35530,707,Ann Burns,+1-479-822-6416x148,claire91@example.org,50,Female,Single,3,West Danielleborough,Marketing executive,3,Home,Yes,4,Yes,Full,4114
78804,324,Mary Mccarthy,+1-388-777-2440x184,edwardskatherine@example.net,66,Male,Single,3,Martinland,Magazine features editor,0,Home,Yes,5,No,Partial,4945
28709,446,Debra Pennington,5626874581,coopermario@example.net,54,Female,Single,5,Lake Alexa,"Buyer, retail",4,Home,Yes,2,No,Full,3078
70962,382,Matthew Gonzalez,275-553-6609x6113,jessicarichardson@example.net,33,Male,Married,0,Currybury,Ophthalmologist,1,Auto,No,3,Yes,Full,4939
91631,513,Tammy Alexander,980.522.6724x618,tracy91@example.com,70,Female,Married,5,Michaelbury,Cytogeneticist,2,Health,Yes,5,Yes,Partial,2025
29386,580,Brianna Tapia,432-873-9235,swashington@example.com,70,Female,Married,4,Port Kellybury,Records manager,1,Home,Yes,1,No,Full,2367
67838,792,Anthony Fernandez,8252798022,joseandrews@example.net,61,Male,Single,5,New Tammy,"Engineer, drilling",3,Health,Yes,2,Yes,Partial,4281
89146,440,Daniel Lane,(671)947-4137,graymanuel@example.net,63,Male,Single,2,Morrisonstad,"Presenter, broadcasting",0,Auto,Yes,0,No,Full,1507
76093,463,Marie Osborne,298.596.7648,davisnicholas@example.com,29,Male,Married,5,East Sarah,"Scientist, forensic",2,Home,No,4,Yes,Full,3673
82122,267,Benjamin Paul,9467332491,irobertson@example.org,34,Male,Married,1,East Donald,"Librarian, academic",3,Health,Yes,3,No,Partial,4476
66364,795,Karen Mathews,+1-346-548-3545x070,foleymargaret@example.org,49,Male,Married,0,Owenberg,English as a foreign language teacher,3,Auto,Yes,3,No,Partial,4590
77158,606,Gabrielle Turner,234-935-7874x97160,ann58@example.net,37,Female,Single,3,New Nicole,Special effects artist,4,Home,No,5,Yes,Partial,4225
90001,216,Andrea Palmer,396.397.0740,jclark@example.net,45,Male,Married,2,New Christophermouth,Web designer,3,Auto,No,3,Yes,Partial,2586
78161,345,Evelyn Foster,(572)962-2389,andrew72@example.com,49,Male,Single,5,Jameschester,Artist,0,Auto,Yes,3,Yes,Full,3077
14901,573,Tyler Spencer,510.256.4069x0118,alexandersmith@example.com,40,Male,Single,3,Hinesfurt,Computer games developer,2,Health,No,3,No,Full,4373
79241,146,Elaine Miller,(669)667-7927x315,fletcherwilliam@example.com,62,Male,Married,5,East Laurenton,Materials engineer,5,Home,No,1,Yes,Partial,4546
84526,137,Eric Moreno,+1-310-736-5902x2475,debrathornton@example.org,37,Female,Single,1,Zacharyside,"Engineer, electrical",5,Home,Yes,0,No,Partial,2753
70510,717,David Fisher,001-716-665-4205x829,jmoyer@example.org,23,Female,Married,3,Port Todd,"Production designer, theatre/television/film",4,Auto,Yes,0,No,Partial,3632
16977,866,Edward Williams,+1-681-587-2804,amypena@example.net,42,Male,Single,1,Annaberg,Biomedical engineer,1,Health,No,3,No,Partial,2477
17458,334,Melissa Kirby,(688)525-1504,vjones@example.net,68,Male,Married,2,Vincentville,"Producer, television/film/video",5,Home,Yes,1,Yes,Full,4853
37962,406,Cindy Williams,001-362-976-3426x90609,stephen02@example.com,60,Female,Married,3,New Heatherchester,"Teacher, early years/pre",1,Health,Yes,2,Yes,Partial,4859
89175,877,Veronica Velasquez,990.714.7295x896,amendez@example.org,37,Male,Single,2,West Kathryn,Sport and exercise psychologist,2,Health,Yes,2,No,Full,1733
57815,375,Michelle Dean,+1-213-565-4316x650,tholt@example.net,18,Female,Married,3,Theresaside,Rural practice surveyor,4,Home,Yes,5,No,Partial,4083
11490,143,Jessica Mills,001-292-502-3530x742,gtrevino@example.net,41,Female,Married,4,Port Matthew,Wellsite geologist,5,Home,Yes,3,No,Full,1758
96900,948,Holly Morgan,6933517144,ewilliams@example.com,24,Male,Single,1,North Nicholasburgh,Ecologist,4,Home,Yes,0,Yes,Full,2136
44162,557,Trevor Watts,001-867-318-1096x881,megan36@example.com,35,Female,Single,2,West Brian,Barista,4,Home,No,1,Yes,Partial,4186
48113,848,Mr. George Robles DVM,724.862.8867x112,bbarnett@example.com,50,Female,Single,5,Clarkland,Risk manager,0,Health,Yes,0,No,Partial,1666
97087,775,Michael Flores,+1-921-960-2483x8315,joshuaharris@example.com,48,Male,Married,1,Bishopside,Research scientist (physical sciences),4,Home,No,3,No,Partial,3088
67704,735,Charles Moore,211-715-6419x3512,richardmorrison@example.com,37,Male,Single,0,Port Benjamin,"Therapist, nutritional",1,Home,Yes,1,Yes,Full,3313
11234,652,Gina Alvarez,5363562613,zburgess@example.com,21,Male,Married,1,West Kathleen,Academic librarian,5,Auto,Yes,2,No,Partial,4478
15048,952,Mariah Lewis,4999276179,lisalewis@example.com,31,Male,Single,4,South Reneeborough,Landscape architect,3,Home,No,5,Yes,Full,2468
16534,117,Frederick Braun,862.466.4435,gtaylor@example.net,49,Male,Married,2,Bradymouth,Analytical chemist,5,Home,No,1,No,Partial,3148
84569,166,Sophia Hutchinson,(837)981-3250,richpamela@example.org,64,Male,Single,0,Lake Denise,Personal assistant,2,Auto,No,3,No,Partial,1048
11560,915,Dr. Faith Johnson,001-831-532-1189x556,wwagner@example.org,64,Male,Married,1,Wilsonshire,Printmaker,5,Auto,Yes,1,Yes,Full,3215
44525,168,Jeffrey Guerrero,467-653-3435,sheltonamy@example.org,61,Female,Married,2,Brownstad,"Psychologist, sport and exercise",3,Home,Yes,5,Yes,Full,3307
97359,738,Nicole Ford,247-375-0180x9574,travis03@example.org,52,Female,Single,2,Bassside,Public affairs consultant,4,Health,No,3,Yes,Partial,4129
80659,672,William Mcmillan,576.464.0732,matthew69@example.org,59,Female,Single,4,North Shannonville,Arts administrator,2,Auto,No,4,Yes,Partial,1511
22177,697,Amanda Wong,(741)847-5705x13018,jeffrey84@example.org,65,Male,Married,2,Josephton,Chief Financial Officer,3,Auto,No,5,No,Full,2028
56457,565,Leslie Randall,221-849-1589,wilsonjoy@example.net,70,Female,Married,5,East Melissa,"Surveyor, quantity",1,Auto,No,0,Yes,Full,2430
77691,772,Kimberly Evans,963-809-2630,frylori@example.com,49,Male,Married,4,Kaitlynshire,Counselling psychologist,2,Home,Yes,1,No,Partial,3079
10128,261,Carrie Allen,416.715.9822,xjackson@example.net,51,Male,Married,5,Garciaside,Data processing manager,1,Health,No,5,Yes,Partial,1569
